,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
2464,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,5,6ztstiyZL6FXzh4aG46ZPD
2465,0.776,0.714,10,-9.044,1,0.0388,0.19,0.0,0.506,0.962,92.448,230067,4,7,413T0g8pNNXYX6t5RqHvx7
2466,0.325,0.421,10,-8.859,1,0.0278,0.373,1.03e-06,0.126,0.39,104.146,197733,4,2,4oV4dVj0evVFhjPLvUz8w8
2467,0.68,0.659,0,-6.855,1,0.211,0.118,0.0,0.107,0.411,91.259,247040,4,4,4hHXhCRSnOKd6nMGaivmD0
2468,0.764,0.835,5,-7.556,1,0.0324,0.0696,1.22e-05,0.0828,0.975,121.341,263040,4,3,75EWMglG5w7sNFnRpRTAHV
2469,0.437,0.427,5,-5.126,1,0.0278,0.0583,2.46e-06,0.207,0.399,74.141,182760,4,9,4gC5AmerRHtD4M4vCSBqJI
2470,0.689,0.675,0,-16.248,1,0.0434,0.0127,0.647,0.0987,0.937,128.1,493600,4,6,4rS63BySQrdWuTswkkZ5iS
2471,0.482,0.925,1,-5.875,0,0.0781,0.00121,0.00057,0.0559,0.38,170.087,336349,4,5,3ZSkDwJzPELKzMF01COsuY
2472,0.719,0.567,9,-13.379,1,0.0364,0.157,0.0,0.0533,0.917,115.997,151040,4,0,41IOFD9RMoMGOliWjUYJdG
2473,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,146733,4,2,0Tjdbd83LEAWrA0atsXMDJ
2474,0.493,0.305,4,-12.05,1,0.031,0.894,0.0,0.105,0.415,90.867,148480,4,2,41SUkgIeN67ogDs6dZxOMp
2475,0.609,0.462,11,-8.179,1,0.0434,0.769,0.000128,0.34,0.725,145.238,166835,4,0,52eKNY0dfl6RRM4pJcoYHN
2476,0.575,0.721,1,-6.005,0,0.0378,0.462,0.0,0.101,0.922,101.594,168600,4,5,2cVFmsMVt8aDsHGg70ilkl
2477,0.719,0.864,11,-5.331,0,0.0395,0.383,0.000113,0.0794,0.937,98.274,287467,4,5,4CUxUwbWODl4g3EaroGj3C
2478,0.892,0.578,10,-5.025,1,0.15,0.112,0.000315,0.0897,0.621,108.703,236067,4,3,6erBowZaW6Ur3vNOWhS2zM
2479,0.397,0.668,8,-8.476,1,0.0408,0.00167,0.0,0.0944,0.44,168.056,239640,4,10,1HsbGJnOXPWfocSS6FoR60
2480,0.59,0.306,10,-16.326,1,0.0325,0.328,6.95e-06,0.0377,0.493,77.069,256488,4,2,5tHbBxWjTxaQpL5SrT17Tz
2481,0.71,0.639,4,-12.839,1,0.045,0.23,0.0,0.172,0.733,107.947,241000,4,1,0f6pHbsLzpWxl5CfhOUjBA
2482,0.785,0.786,11,-12.487,1,0.0501,0.28,0.236,0.158,0.638,120.404,353307,4,3,5vywtoD7fO1CP0B2wtm6I6
2483,0.669,0.832,9,-8.73,0,0.0742,0.275,0.0,0.101,0.962,137.674,150840,4,5,11p8gGHiZ3zOJbU3CfFTiN
2484,0.564,0.74,6,-6.716,1,0.066,0.225,0.0,0.0755,0.712,129.012,155053,4,3,1KLqvYkYI5RrjZGgo9Jh0S
2485,0.551,0.512,2,-12.123,1,0.033,0.533,0.0,0.156,0.394,104.135,296267,4,9,0T6RXLRYzXi3nXq7ZdU74y
2486,0.797,0.78,1,-3.745,0,0.0857,0.123,0.0,0.186,0.779,160.05,174902,4,5,29bpU9dxobdPLYpz3xNjLe
2487,0.489,0.775,6,-11.057,1,0.0315,0.271,0.000754,0.152,0.939,124.335,141840,4,0,7Ko8eQ58gmHF8m3drHGUZT
2488,0.716,0.567,9,-10.695,1,0.0278,0.151,6.23e-05,0.231,0.461,101.659,247893,4,3,5SOuDYwAjB8u2UNPfD9o3E
2489,0.556,0.669,5,-11.8,1,0.0379,0.771,0.851,0.0924,0.594,100.836,541173,4,6,10Zbcuxvlig5qUDmuGgEcL
2490,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4,9,78TnMTAFmWUWWCgNXR7D3K
2491,0.716,0.367,6,-7.443,0,0.0314,0.428,0.0,0.0423,0.341,118.069,286533,4,8,2v9Obh8z41hUXDqnfdhVON
2492,0.584,0.435,3,-11.393,1,0.0808,0.653,0.0,0.235,0.491,115.877,223720,4,2,3NUSfY0ivsAvyqM9YhKchb
2493,0.446,0.731,2,-10.302,1,0.0519,0.243,0.0,0.0935,0.723,153.672,241693,4,10,5KWXi2eCYsC6ofIILjvG4V
2494,0.855,0.747,7,-2.713,0,0.0424,0.0276,3.45e-05,0.182,0.76,98.018,236213,4,5,39qcvV4f0uqDMHxIkSb7tE
2495,0.517,0.533,0,-11.053,1,0.0306,0.539,1.97e-05,0.164,0.769,126.229,182800,4,0,3MVr7KeWF6kf4znJMwiEnx
2496,0.711,0.696,7,-5.605,1,0.0511,0.0273,0.000911,0.105,0.724,100.124,249733,4,3,5sC4GlhZ9zCb6gPxSIbX5j
2497,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,224640,4,3,5zdUc1JRCImBYcDWgvFNpE
2498,0.701,0.517,2,-7.951,1,0.0357,0.765,0.0,0.385,0.688,127.401,163733,4,0,7N3UAu6FkwdBg9J7OONBBP
2499,0.604,0.591,8,-6.874,0,0.0614,0.704,0.0,0.47,0.829,140.558,130893,4,7,5sGeyWYDvUIF7QjERNCY7L
2500,0.767,0.852,1,-8.297,1,0.0729,0.0932,0.00343,0.0837,0.886,119.971,321178,4,1,57ysLbmFhxX9WL9e5QTAmz
2501,0.474,0.583,1,-13.147,1,0.0271,0.218,0.0,0.521,0.624,96.144,252000,4,7,7mcW98cnE6Osce4ae7t4oZ
2502,0.652,0.8,4,-5.463,1,0.0738,0.52,7.56e-05,0.566,0.961,160.105,173413,4,7,618K2eozL0nM4nf0d8Q5r6
2503,0.291,0.313,0,-16.17,1,0.0347,0.177,0.000552,0.0828,0.341,77.893,302640,4,2,0kcEK7YuNNfE7jiTnXS1cm
2504,0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,185293,4,0,0l9RGwc48deJ6j61KXAAvs
2505,0.653,0.437,2,-12.641,1,0.028,0.434,6.74e-05,0.0689,0.63,96.469,238147,4,0,5Eq0mobXSnyWu1dpE6lSdY
2506,0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,320267,4,4,2Uu8IiLkLY0UXhCHka4Dlr
2507,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,173493,4,1,5mkGfmJGFZpwK9nA5amOhv
2508,0.573,0.502,2,-7.283,1,0.0268,0.58,0.0,0.0784,0.268,123.797,275267,4,9,709znSutWha3sQdPgdSO00
2509,0.441,0.237,5,-10.169,1,0.0252,0.578,0.000765,0.0977,0.145,78.939,201933,4,2,2G9HPwBaHica41sMtQ7QvX
2510,0.495,0.609,7,-9.902,1,0.0339,0.42,0.0,0.187,0.33,135.671,257440,4,9,0tKjVEJlX3IZ5L1rEJc5hh
2511,0.703,0.517,7,-13.644,1,0.0529,0.000407,0.0969,0.0963,0.768,104.833,234067,4,3,6zNPPFFrxmhpTQejOn1Wm1
2512,0.573,0.263,7,-12.307,1,0.0509,0.582,0.0,0.124,0.468,74.708,181960,4,2,6ga2CNQzcbhh3r1LfkIIQu
2513,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,0,1qRA5BS78u3gME0loMl9AA
2514,0.715,0.681,9,-13.056,1,0.0472,0.0312,1.67e-05,0.207,0.921,104.862,252947,4,3,2yE2mvPQJ3qLtLJiRfg23G
2515,0.675,0.693,11,-5.682,0,0.0514,0.00164,0.0,0.38,0.353,118.423,245680,4,5,0dQQWHlXvuw4UyHcAvhfhB
2516,0.714,0.728,2,-6.445,1,0.0331,0.00982,0.000417,0.0643,0.979,115.229,128907,4,1,6rVqaYLQ45XRefZ50T4bed
2517,0.418,0.455,1,-11.027,1,0.0334,0.782,0.000658,0.106,0.52,140.58,165707,4,2,2RgosPJAIbwCgA7XpTEf4A
2518,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,239827,4,3,6mYrhCAGWzTdF8QnKuchXM
2519,0.551,0.447,9,-12.293,1,0.0401,0.463,3.73e-06,0.189,0.558,84.175,252800,4,2,570KJytRkVHTIocq1qomWF
2520,0.632,0.878,9,-4.426,0,0.0391,0.0569,0.00234,0.139,0.585,99.882,214693,4,5,5RGpMPjCdBdPxznDurjijE
2521,0.548,0.675,4,-7.318,0,0.0364,0.448,8.53e-05,0.297,0.965,168.891,134446,4,10,7bglJCaprPQTfDfovdJS2h
2522,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,187000,4,2,3cflKYvbpuih1EKvgREcEg
2523,0.57,0.967,7,-4.956,1,0.076,0.0218,6.44e-06,0.285,0.776,124.856,249667,4,3,3X4T0KunohTtDaecqBZ8vC
2524,0.655,0.626,7,-11.386,1,0.0467,0.134,2.3e-05,0.0586,0.874,134.071,207533,4,3,2Uak7fGdGpwsgbIQWA8iCQ
2525,0.269,0.184,0,-16.38,0,0.0344,0.68,7.65e-06,0.193,0.279,139.291,201000,4,2,0OkUPkLrDSM8XHlhx4MSKV
2526,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840,4,8,1yg7fwwYmx9DQ2TdXUmfpJ
2527,0.503,0.636,0,-13.601,1,0.052,0.0286,3.27e-06,0.214,0.821,121.039,178627,4,1,1PccSNcBnau4HNIIFI10jk
2528,0.722,0.838,0,-6.913,1,0.0544,0.00834,0.0938,0.0841,0.955,119.736,306493,4,1,0p2lB3tOc2DJGTUltBxjkv
2529,0.812,0.685,8,-8.241,1,0.0508,0.0954,0.00679,0.0643,0.728,120.254,279456,4,3,7yBLRyQBBnpT4mD8eG7I7f
2530,0.444,0.708,4,-5.926,0,0.126,0.0419,0.0,0.0775,0.26,105.412,255413,5,9,0mYoKqA23wUUj7BTEgNzjg
2531,0.68,0.32,10,-7.544,0,0.0289,0.954,0.0,0.0948,0.769,108.07,115227,4,8,77MHOLfTVDlhcX0yDr23Uu
2532,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4,1,4kOTDj4SiZPkW1p96WMDNv
2533,0.559,0.365,5,-13.654,1,0.0332,0.686,0.0,0.0771,0.534,74.802,277240,4,2,0t6DdFmFQhQYWhmfa5FJer
2534,0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,287091,3,11,2cWHN0WK52RGAWHgaDamUA
2535,0.466,0.676,6,-9.378,0,0.112,0.248,3.22e-06,0.103,0.845,88.688,154427,4,8,1kFCFfR5q4VO02KtYguXgh
2536,0.536,0.714,2,-8.865,1,0.0334,0.411,0.000187,0.0703,0.693,124.052,299040,4,1,6dCaDrOopBA82tBGFzp9nd
2537,0.668,0.735,7,-7.747,1,0.0615,0.0138,0.0,0.879,0.441,95.109,269573,4,7,3NHfaIO3ELy1nm9tpMwzp9
2538,0.65,0.821,11,-9.241,0,0.0403,0.0334,0.0073,0.0689,0.842,116.632,283813,4,5,3k19avXHrwsygkkXfUhp0z
2539,0.729,0.914,2,-4.043,1,0.041,0.135,0.000667,0.156,0.921,127.907,272360,4,1,3cNtjgYi1Z6zR35fOiNtuZ
2540,0.32,0.428,7,-8.979,1,0.0288,0.342,2.91e-05,0.168,0.268,127.68,219480,4,9,4yH1OwvQn76EezkbRV7Poa
2541,0.851,0.574,5,-13.622,0,0.0703,0.078,0.0397,0.128,0.84,104.274,326507,4,5,0KCCNoVVXBatkTRvKOEf2t
2542,0.541,0.555,9,-11.053,0,0.035,0.403,2.54e-05,0.167,0.884,98.935,183307,4,8,2mhFroJn2fNDzWc7DUHSVR
2543,0.354,0.179,10,-9.088,1,0.0355,0.953,2.54e-06,0.114,0.427,166.375,164440,3,11,4OgCE8bmGO7eatG3OuBEju
2544,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,284587,4,5,6a5jHgwqYMk9wlYJYfs3c9
2545,0.627,0.699,10,-4.504,1,0.0244,0.174,0.0,0.0789,0.535,94.003,261427,4,3,38xWaVFKaxZlMFvzNff2aW
2546,0.846,0.922,6,-4.206,0,0.0438,0.0219,0.355,0.0623,0.899,122.195,362373,4,5,2kulOHR2XY6YDZCWXb38hn
2547,0.704,0.596,11,-7.822,1,0.0832,0.0695,0.0,0.121,0.569,98.485,221467,4,3,583YTL8Fl6pCWtZAi2GvVZ
2548,0.377,0.46,8,-7.857,1,0.0408,0.495,5.45e-06,0.0888,0.36,207.211,259893,3,11,61UR40YlWc9KP3UY0Kj43N
2549,0.583,0.686,0,-8.834,1,0.0304,0.336,0.00111,0.299,0.574,164.019,256507,4,10,6Bv2bQvYZDJLVlMPbmuFQm
2550,0.521,0.459,8,-10.415,1,0.0312,0.645,0.0,0.0903,0.27,97.858,324267,4,9,5KnTfINZimBcMmBOwKCe1n
2551,0.535,0.0782,11,-17.64,1,0.0287,0.901,7.27e-05,0.118,0.287,92.365,211880,3,11,218rcDk7dlTYCqpMxwSjyR
2552,0.581,0.786,1,-10.519,1,0.0343,0.0136,0.741,0.0785,0.796,101.427,136867,4,6,4GRqe2huf6XVQ77IWEJyXB
2553,0.705,0.849,2,-3.597,0,0.0314,0.0935,0.0,0.0384,0.993,126.275,166533,4,5,1h4rkW5vlG8JnvEUeIBoXl
2554,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,9,3Xls4cNOwy01dtrNXb1inG
2555,0.853,0.884,1,-6.771,1,0.0836,0.0394,6.83e-06,0.0313,0.668,124.542,333624,4,1,4ZnKSrukEcPuMxGrcZEEh1
2556,0.402,0.52,2,-8.453,1,0.0488,0.442,8.9e-06,0.146,0.767,78.818,118133,4,0,5V27UQOURZROSg3UCoHOGe
2557,0.647,0.199,5,-18.046,1,0.037,0.793,5.01e-05,0.0919,0.394,142.172,214533,3,11,42lAZKaWTWOC2pJe7eQDGw
2558,0.708,0.504,9,-12.752,1,0.0632,0.291,0.000678,0.072,0.652,152.216,221000,4,0,4i6z1rYTzkLV6nkO0q54VJ
2559,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947,294733,4,9,2HeTmGTjl870ucJ8mF7zl5
2560,0.693,0.659,4,-4.722,1,0.0299,0.395,0.00485,0.133,0.541,106.247,275667,4,1,5KDT5BDSmomPMe2AXuGInR
2561,0.69,0.841,9,-13.357,1,0.0384,0.163,2.78e-06,0.0441,0.716,142.782,255093,4,3,0bSr5pybJSlgG5OZH441gF
2562,0.524,0.816,1,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,285707,4,4,0jsANwwkkHyyeNyuTFq2XO
2563,0.739,0.6,9,-14.411,1,0.0362,0.141,0.172,0.0543,0.87,102.697,191893,4,0,7CtXiYlGkd69Z1hxD38Rt6
2564,0.59,0.538,1,-5.949,1,0.247,0.0272,0.0,0.17,0.578,121.929,294600,4,4,3wQUwUopne0hVBDXa44Bki
2565,0.325,0.484,10,-9.077,1,0.0304,0.895,0.28,0.128,0.438,94.204,163573,4,2,5OYUYqKY8q4txQn1w9S2oq
2566,0.643,0.907,5,-6.167,0,0.372,0.111,0.0,0.437,0.777,80.917,214293,4,4,56du2aCIzpCG7sI5geIvCC
2567,0.612,0.37,3,-11.548,1,0.0344,0.707,2.98e-06,0.23,0.777,152.548,141467,3,11,02NKMA9cIkq6VuBNu9q9Wf
2568,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,218547,4,6,3Otjx9ULpmWdUbkDTYDXHc
2569,0.555,0.543,3,-8.874,0,0.0272,0.428,0.0,0.105,0.359,164.021,269027,4,8,2mj1Z5bqu0UfW4o4a7UxpW
2570,0.643,0.712,5,-6.385,1,0.0266,0.0576,0.00467,0.287,0.636,103.07,250027,4,3,65ILbAZRAwZQ3omWKE0OIW
2571,0.71,0.312,10,-6.918,0,0.0325,0.391,2.19e-06,0.0682,0.535,108.262,264960,4,8,13XNjh0UY5LBsICcoHUdxl
2572,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,228840,4,2,0QAZgZkHYERH1rYN3u8Gci
2573,0.531,0.752,2,-10.194,1,0.026,0.38,0.929,0.302,0.971,86.301,162278,4,6,4LiY2rTqjH9u1QKb2vTonR
2574,0.247,0.359,2,-8.888,1,0.0304,0.794,0.0,0.0699,0.449,185.652,162267,3,11,7KfwGraITe6aLd827Wq0bh
2575,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,218707,4,3,2skmOCFU64Bg7Ytkgwliwe
2576,0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,204227,4,8,36KhHABNRntDTONddKexWu
2577,0.636,0.256,1,-15.208,1,0.0443,0.346,0.0,0.142,0.544,128.993,114773,4,0,1whlsFlhAzmgfRxNlHgX6H
2578,0.736,0.45,7,-14.104,1,0.0583,0.354,0.0,0.0689,0.82,118.042,211693,4,0,1A8gqfrso63AC4XVW6DTTw
2579,0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,179427,4,7,1MQWtVcs0PKsY4PA6ZvLiy
2580,0.676,0.827,10,-6.919,1,0.0354,0.749,1.01e-06,0.0676,0.947,102.9,149867,4,0,7pE3xCbi3P4OyHWzONRZwB
2581,0.827,0.553,5,-10.84,1,0.0553,0.128,0.0,0.0736,0.918,110.605,292360,4,1,7AJSeWSVBBLAQ6xfGyCssC
2582,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4,5,6lUY6MoqGgPnA27PHYxem5
2583,0.523,0.366,10,-14.069,1,0.0331,0.498,0.0,0.094,0.291,142.814,241507,4,2,6mIY6O7uNGgVqOoX70UAYh
2584,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,184907,4,6,1AjQE5MtP5jHQMyDepbvLI
2585,0.867,0.73,9,-6.605,1,0.0496,0.45,0.0143,0.0817,0.917,132.57,346133,4,3,7hzY0LHz8KdEr1PowHhbdu
2586,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,251067,4,1,1VCo8IjwPT2xtZPWX4esyY
2587,0.437,0.557,1,-8.487,1,0.102,0.33,0.0,0.248,0.683,161.412,213067,3,11,6fkK6FH4jXROo7GMwTR27S
2588,0.534,0.959,7,-4.289,1,0.0379,0.0089,0.0,0.347,0.756,131.278,280107,4,3,50ZpPgU81payZxI2H7QXNM
2589,0.606,0.777,2,-11.034,1,0.0347,0.089,0.0,0.321,0.859,123.077,240827,4,1,2hQnLzly0jRPpLPp23sA4i
2590,0.616,0.791,8,-11.212,1,0.0383,0.127,0.00932,0.138,0.907,124.852,236533,4,3,6EoAUmLaog9mUTMDtdVudr
2591,0.626,0.731,7,-8.0,1,0.0455,0.0211,0.00231,0.249,0.545,79.971,329867,4,3,70L4pGAmYv0pTADrgsIxpI
2592,0.781,0.367,2,-15.957,1,0.0767,0.482,3.94e-05,0.127,0.784,144.04,225867,4,0,7pzVg3DrKbo8JMJFCHsMQ9
2593,0.506,0.742,2,-5.796,1,0.03,0.764,0.767,0.0854,0.731,76.353,144827,4,6,5gsVdCTBKYHzzGcYNg1TXT
2594,0.764,0.567,0,-13.361,1,0.0412,0.252,0.0,0.104,0.79,108.805,214133,4,1,2RwFdFIN9JAyVUzevwkzez
2595,0.449,0.381,0,-12.145,1,0.0264,0.737,0.429,0.0625,0.316,90.26,235000,4,2,0N3qcAXZM06zaTKm7JCtIh
2596,0.724,0.816,0,-4.572,1,0.0377,0.00667,0.000925,0.0591,0.745,148.863,196480,4,1,2LY6g95pnSwCFG6TBKiZwv
2597,0.52,0.812,7,-8.171,1,0.182,0.0961,1.22e-05,0.27,0.81,164.869,141880,4,10,1wqJ7K68NORdEvKmWI9KwW
2598,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,252040,4,1,6n9yCXvLhnYMgJIiIcMu7D
2599,0.656,0.899,5,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.239,229280,4,3,3kme5Qos8h04yrKxsgur79
2600,0.617,0.405,7,-10.975,0,0.0227,0.321,4.97e-06,0.102,0.433,85.302,270600,4,8,3Zzb3YPzYL1vRtLF0IlDWp
2601,0.576,0.418,4,-8.797,1,0.0467,0.847,0.0,0.132,0.872,174.853,154400,4,10,03WxYkyhFKFY96JwmOZKA3
2602,0.594,0.474,9,-15.705,1,0.0332,0.00449,0.000162,0.0716,0.477,143.81,218840,4,9,2XJFceenjgtj5llI3UCC37
2603,0.538,0.571,11,-8.551,1,0.0301,0.449,1.84e-05,0.189,0.306,78.95,254133,4,9,521WSlpe1Pisn7BcEoefp2
2604,0.724,0.404,1,-9.186,1,0.231,0.657,0.0,0.116,0.794,73.983,280040,4,4,0AECVMjxepWdsjDb49JFRd
2605,0.633,0.966,4,-6.843,1,0.0766,0.386,0.0,0.279,0.819,96.028,211864,4,3,6tsMn9okxcLBklFQ2Sc8Ar
2606,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4,4,7huo2wvrCgRucUsjdSDLQV
2607,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4,3,0weAUscowxeqDtpCgtbpgp
2608,0.719,0.742,9,-6.75,1,0.066,0.589,2.16e-05,0.0909,0.765,128.003,163360,4,0,31oeQLsLKmZq7X7aeHpTqO
2609,0.528,0.394,10,-11.235,1,0.0368,0.751,0.0,0.173,0.297,102.898,174693,4,2,1EwpgXlVIzs1E7XBZoRVQl
2610,0.399,0.686,5,-7.112,1,0.0311,0.109,0.000874,0.112,0.377,101.806,191053,4,9,2XKW8CH8nRZH9cF2DNjBHN
2611,0.729,0.752,0,-4.478,0,0.028,0.229,0.0,0.19,0.792,110.007,201067,4,5,7ccz9p1ErD6Kq5ZSQmyvLm
2612,0.649,0.584,5,-8.086,1,0.0349,0.72,9.42e-06,0.0996,0.963,139.266,165067,4,0,1cpguRdD11njLNH2ZeWygE
2613,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347,4,4,6HSqyfGnsHYw9MmIpa9zlZ
2614,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493,4,3,3mJ6pNcFM2CkykCYSREdKT
2615,0.634,0.275,3,-11.417,1,0.0348,0.89,0.00111,0.137,0.581,127.294,208040,4,2,75zdGixP4G3VQ5oIk1HzjU
2616,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747,4,5,0UOxp1BpnD8uPQMKU4wKjz
2617,0.645,0.564,2,-12.37,1,0.0575,0.783,0.000957,0.132,0.927,151.591,89107,4,0,6g3YUqir5Gngxn5lcA1wDL
2618,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69e-05,0.201,0.85,87.587,164676,4,0,0Ao3qWJKueyfs3iqwGN30F
2619,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,304867,4,9,2nfMrwg3aRhSAv4HX7IzJL
2620,0.891,0.673,5,-8.703,1,0.0792,0.229,0.132,0.159,0.886,128.222,157667,4,1,7reGxEWg0JGotK561kvmqa
2621,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,4,5,0YPXkQthLWrhNGoKTbwCJ8
2622,0.353,0.207,0,-14.718,0,0.0306,0.656,0.0,0.0874,0.184,144.539,316040,4,2,3F2YXxSOC9dPmxXdrh6mYl
2623,0.443,0.289,4,-15.504,1,0.0298,0.657,0.000856,0.163,0.168,83.543,288067,4,2,2wRu9rLf5gfzEJCcUAbrBx
2624,0.363,0.388,11,-8.608,0,0.034,0.749,0.0,0.363,0.348,76.099,162093,4,2,0cBQbqp5jInL73ZxLBSGlX
2625,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4,1,22sLuJYcvZOSoLLRYev1s5
2626,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,238027,3,11,5MoDQWMDMaAGDEiWsJfeCi
2627,0.73,0.756,9,-7.509,0,0.0492,0.0469,0.00333,0.235,0.827,123.604,259560,4,5,13xKh7WqwxzEFYhYCJJwHg
2628,0.865,0.678,0,-5.589,1,0.058,0.355,0.0,0.0627,0.913,123.759,164840,4,1,6ztKXHQLwNSvoMNdV1ntE2
2629,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4,5,4Y8q64VnhD0vFYy9g2WFpi
2630,0.774,0.653,8,-5.158,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267,4,5,4yHFxB8kzzeuNvoouR8N0N
2631,0.745,0.761,1,-7.468,1,0.0657,0.00746,0.0,0.36,0.73,107.146,245493,4,1,7xC95fmjDmW9MS8Cb71Vvp
2632,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,287000,4,4,0HJYzGavqzjiKMmm4F0UZv
2633,0.694,0.722,4,-5.505,1,0.128,0.297,0.0,0.0383,0.961,143.942,150933,4,1,0qbVccbQLEMbfJcI5wNLTJ
2634,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,222427,4,5,56KqaFSGTb7ifpt16t5Y1N
2635,0.747,0.581,6,-9.9,1,0.0347,0.265,0.000421,0.0756,0.537,92.983,342800,4,9,3UAXVxOVqegxni5snW3Lht
2636,0.347,0.638,2,-10.258,1,0.0409,0.236,0.0,0.0894,0.61,94.506,150627,4,0,5bC4y9Zhn6ng0MOzACCHkc
2637,0.359,0.717,2,-10.309,1,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,4,9,4QySZtWymRGNgrwxZOODKF
2638,0.483,0.3,9,-8.71,1,0.0363,0.787,0.0,0.341,0.38,121.983,149733,4,2,4S0W8LNfBur0HguAqspGXf
2639,0.838,0.452,11,-15.219,0,0.0547,0.0509,0.0,0.0666,0.708,99.075,245030,4,8,2JaHnS7CcIPoc7Il4BkqdR
2640,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,169160,4,0,5YsyqcewwE0c1ukzHVciS3
2641,0.556,0.722,9,-6.962,1,0.0331,0.485,0.000324,0.142,0.717,109.155,176440,4,3,3z2ZSQZXaWAufdyv3xnuLe
2642,0.603,0.417,10,-9.408,0,0.0273,0.282,0.000183,0.0651,0.172,107.72,288507,4,8,6zA2SEJJoiNByVMlQ4vgtH
2643,0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,543560,4,5,179SfVFJ0ZN41toTxnpgRD
2644,0.605,0.747,8,-6.923,1,0.158,0.244,0.0,0.16,0.886,83.793,136667,4,3,7fgQxIMO8E0sVRs5g4JFLM
2645,0.607,0.718,9,-8.142,1,0.133,0.595,0.0,0.364,0.876,139.183,150813,4,0,3Wc4tanbT3laxY3dweuOib
2646,0.567,0.575,10,-7.769,0,0.029,0.126,0.000103,0.114,0.333,133.1,256547,4,8,210g0ApTMDQvGFTWSnioAA
2647,0.294,0.439,10,-11.557,0,0.0461,0.884,0.0011,0.313,0.261,77.377,192248,4,2,4aMo8t9uVaDaNzOWfzUNGs
2648,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,299493,4,1,2SFq0UIiBWkBgky0fkrHP0
