,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
712,0.652,0.683,2,-6.228,1,0.0555,0.678,1.76e-06,0.0854,0.694,142.721,145000,4,0
713,0.315,0.313,10,-9.339,1,0.0297,0.884,0.0,0.101,0.259,78.356,182453,4,2
714,0.32,0.252,2,-14.136,1,0.0363,0.825,0.0,0.356,0.273,123.056,182866,4,2
715,0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,271667,4,1
716,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847,139347,4,3
717,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533,4,1
718,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,8
719,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,150706,4,7
720,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,4,4
721,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,186907,4,5
722,0.595,0.928,4,-4.457,1,0.0503,0.0569,0.0,0.0336,0.982,149.975,252885,4,3
723,0.941,0.792,1,-8.661,1,0.0349,0.0864,6.96e-05,0.18,0.97,110.795,296267,4,1
724,0.663,0.844,7,-6.211,1,0.0421,0.459,0.0,0.0701,0.817,148.013,180507,4,3
725,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,286920,4,8
726,0.276,0.219,2,-12.22,1,0.0345,0.963,0.000772,0.156,0.21,129.353,143787,3,11
727,0.774,0.684,1,-4.721,0,0.0408,0.0687,9.34e-05,0.0765,0.354,98.001,236827,4,5
728,0.746,0.273,5,-16.63,1,0.0573,0.606,0.0168,0.0526,0.502,101.952,199400,4,2
729,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,254467,4,1
730,0.456,0.793,11,-9.17,0,0.098,0.0486,0.00205,0.376,0.615,158.787,202107,4,10
731,0.381,0.286,2,-13.107,1,0.0287,0.453,1.48e-06,0.109,0.315,130.767,211267,4,2
732,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293,4,10
733,0.764,0.373,2,-7.176,1,0.051,0.249,0.00492,0.0838,0.811,106.704,220693,4,1
734,0.454,0.666,3,-8.193,1,0.0379,0.758,2.89e-05,0.275,0.894,82.61,112227,4,0
735,0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63,170874,4,7
736,0.622,0.522,7,-10.759,0,0.0623,0.729,4.45e-06,0.128,0.699,90.193,217600,4,8
737,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,281613,4,3
738,0.925,0.744,0,-5.79,1,0.367,0.0644,0.0,0.0888,0.656,93.02,243227,4,4
739,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,217827,4,8
740,0.78,0.665,11,-7.233,1,0.0257,0.051,0.0454,0.111,0.963,96.951,232800,4,3
741,0.814,0.454,10,-10.802,1,0.0413,0.133,0.839,0.0863,0.903,99.265,457400,4,6
742,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782,4,3
743,0.843,0.959,6,-4.933,0,0.0914,0.0913,0.0,0.408,0.923,135.988,451440,4,5
744,0.476,0.679,2,-10.239,0,0.0365,0.636,3.36e-06,0.4,0.833,129.588,124667,4,8
745,0.554,0.49,4,-8.046,1,0.0457,0.0168,0.000534,0.136,0.513,84.275,265507,4,9
746,0.864,0.516,7,-7.247,1,0.24,0.0368,0.0,0.259,0.839,82.994,270933,4,4
747,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,290573,4,9
748,0.527,0.684,8,-7.15,1,0.0292,0.126,0.000569,0.199,0.659,131.682,149280,4,3
749,0.635,0.712,8,-4.998,1,0.0283,0.0811,0.0,0.322,0.423,91.024,257960,4,3
750,0.647,0.454,7,-9.954,1,0.0545,0.849,0.0,0.212,0.88,64.56,160800,4,0
751,0.772,0.184,1,-11.158,1,0.0358,0.837,0.863,0.102,0.526,95.262,142093,3,6
752,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,196000,4,0
753,0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,258133,4,9
754,0.719,0.338,4,-11.175,0,0.0418,0.851,3.33e-06,0.348,0.751,128.346,165480,4,8
755,0.699,0.738,7,-9.149,1,0.043,0.716,0.0,0.601,0.944,131.909,154333,4,7
756,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4,8
757,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,4,10
758,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,365627,4,9
759,0.506,0.552,0,-10.814,1,0.0295,0.819,1.85e-06,0.183,0.492,104.513,196773,4,2
760,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4,4
761,0.691,0.437,7,-11.624,1,0.0655,0.328,2.31e-05,0.261,0.568,96.541,246400,4,0
762,0.602,0.456,6,-13.784,0,0.0489,0.721,2e-05,0.103,0.787,91.995,234347,4,8
763,0.374,0.292,6,-9.404,0,0.0319,0.869,0.000581,0.108,0.497,169.685,310213,3,11
764,0.507,0.815,0,-5.698,1,0.0344,0.242,0.0,0.0609,0.74,170.861,157507,4,10
765,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,164560,4,0
766,0.725,0.374,0,-8.018,1,0.0386,0.577,0.0,0.107,0.82,128.569,143600,4,0
767,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4,3
768,0.507,0.56,1,-8.118,0,0.0473,0.554,0.0,0.0517,0.645,143.259,155960,4,8
769,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,223067,3,11
770,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,211200,4,1
771,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4,1
772,0.437,0.573,6,-5.408,1,0.0335,0.535,5.5e-05,0.122,0.533,136.808,204800,4,10
773,0.495,0.595,11,-7.57,1,0.0443,0.246,0.0,0.236,0.392,85.341,225933,4,9
774,0.293,0.333,9,-9.869,0,0.0323,0.902,3.63e-05,0.114,0.189,129.141,216960,4,2
775,0.657,0.854,5,-7.13,1,0.0333,0.0136,0.0377,0.0642,0.968,122.411,212507,4,3
776,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,10
777,0.7,0.85,2,-8.351,1,0.0592,0.0946,1.14e-06,0.122,0.971,168.835,203317,4,10
778,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4,3
779,0.735,0.693,1,-5.644,0,0.0294,0.0296,0.0,0.0836,0.626,115.04,200293,4,5
780,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4,7
781,0.629,0.533,9,-6.21,0,0.0412,0.536,0.0,0.23,0.42,98.354,187107,4,8
782,0.561,0.442,10,-10.687,1,0.0243,0.329,0.0,0.24,0.267,82.996,267600,4,9
783,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,269720,3,11
784,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307,4,4
785,0.702,0.89,7,-3.794,1,0.214,0.0701,0.0,0.385,0.887,166.115,210427,4,4
786,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4,2
787,0.769,0.595,4,-11.796,0,0.028,0.0588,0.0,0.18,0.969,113.971,256673,4,5
788,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853,4,10
789,0.787,0.326,1,-14.809,1,0.0836,0.42,0.0265,0.0514,0.608,95.892,237667,4,0
790,0.493,0.483,11,-8.724,1,0.0301,0.429,1.87e-06,0.177,0.748,107.192,131080,3,11
791,0.335,0.508,8,-9.397,1,0.0527,0.492,9.65e-05,0.0787,0.407,199.517,284960,3,11
792,0.419,0.432,5,-11.235,1,0.0318,0.427,7.42e-06,0.0691,0.151,120.266,248000,4,9
793,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4,3
794,0.595,0.932,2,-3.255,1,0.0496,0.0691,0.000329,0.0608,0.672,119.81,254213,4,1
795,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,4,10
796,0.591,0.472,10,-4.906,1,0.0261,0.733,0.0,0.0987,0.627,114.097,172460,3,11
797,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4,3
798,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,4,5
799,0.75,0.873,8,-10.846,1,0.0385,0.792,0.0,0.0961,0.877,99.696,180467,4,0
800,0.83,0.464,6,-11.407,1,0.0375,0.286,5.45e-06,0.0549,0.362,110.804,231689,4,9
801,0.621,0.408,8,-11.073,1,0.0287,0.354,0.0,0.07,0.238,128.119,241573,4,9
802,0.777,0.217,10,-12.575,1,0.0344,0.752,3.59e-06,0.104,0.717,90.958,153653,4,0
803,0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,4,2
804,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4,0
805,0.758,0.688,5,-3.918,0,0.0478,0.12,0.0,0.0904,0.357,114.93,208320,4,5
806,0.756,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.954,98.384,336800,4,5
807,0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,191067,4,1
808,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947,4,5
809,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4,0
810,0.694,0.534,2,-6.044,1,0.0424,0.527,0.0,0.338,0.292,134.004,272507,4,9
811,0.625,0.505,0,-12.555,0,0.0798,0.561,5.97e-06,0.08,0.531,72.907,243400,4,8
812,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,4,5
813,0.607,0.618,11,-11.846,0,0.0447,0.161,0.000218,0.107,0.644,118.612,302293,4,8
814,0.71,0.546,2,-14.582,1,0.0469,0.757,0.00981,0.152,0.897,82.182,122720,4,0
815,0.61,0.889,0,-6.566,1,0.0905,0.224,2.6e-05,0.0529,0.491,115.1,292533,4,1
816,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,166467,4,2
817,0.422,0.28,5,-11.277,1,0.0365,0.824,0.0,0.297,0.496,100.839,147841,4,2
818,0.689,0.517,11,-9.998,0,0.0554,0.0063,2.22e-06,0.171,0.52,84.877,254200,4,8
819,0.365,0.546,7,-3.87,1,0.0339,0.745,0.0,0.0818,0.725,81.017,151080,4,0
820,0.203,0.444,3,-8.097,1,0.0304,0.875,1.54e-05,0.126,0.298,82.606,155350,1,11
821,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507,4,8
822,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,173867,3,11
823,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4,9
824,0.505,0.433,6,-12.997,1,0.0589,0.436,9.87e-05,0.743,0.361,165.818,296000,4,7
825,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533,193840,3,11
826,0.773,0.402,5,-10.634,1,0.0519,0.635,0.000418,0.145,0.961,125.277,144587,4,0
827,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,141693,4,10
828,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,160880,4,8
829,0.478,0.605,9,-17.949,0,0.0437,0.0412,6.6e-05,0.275,0.876,120.434,276733,4,8
830,0.686,0.932,5,-2.724,0,0.0672,0.00836,0.0,0.46,0.56,130.923,239773,4,5
831,0.311,0.257,2,-9.779,1,0.031,0.635,0.0,0.162,0.138,75.336,198667,4,2
832,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,495400,4,1
833,0.69,0.374,0,-10.831,0,0.0295,0.274,0.0,0.0865,0.201,119.951,255453,4,8
834,0.645,0.938,11,-3.472,0,0.0451,0.163,0.0,0.23,0.884,106.01,208107,4,5
835,0.764,0.694,11,-5.745,0,0.189,0.0439,3.67e-06,0.18,0.581,146.075,223933,4,5
836,0.427,0.861,1,-4.874,1,0.376,0.219,0.0,0.277,0.581,161.776,257760,4,4
837,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,194307,4,10
838,0.375,0.487,4,-12.612,1,0.073,0.18,0.00011,0.0873,0.678,136.991,125960,4,10
839,0.679,0.815,5,-12.347,0,0.0348,0.179,0.00056,0.349,0.93,108.7,185173,4,5
840,0.638,0.44,0,-10.892,1,0.0348,0.722,0.0,0.515,0.904,125.495,148160,4,7
841,0.477,0.842,4,-7.356,1,0.0371,0.0142,0.106,0.271,0.796,96.457,236400,4,3
842,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,4,1
843,0.506,0.321,1,-11.796,1,0.0289,0.74,1.21e-06,0.125,0.0724,128.391,300107,4,2
844,0.528,0.716,1,-7.478,1,0.0308,0.104,0.0,0.0552,0.851,139.713,169280,4,1
845,0.709,0.571,10,-13.25,1,0.039,0.247,0.014,0.114,0.779,124.739,225333,4,0
846,0.725,0.804,8,-7.84,1,0.0393,0.426,0.000504,0.108,0.961,93.668,177427,4,3
847,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,202907,4,5
848,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,153133,4,10
849,0.778,0.758,6,-9.435,0,0.0342,0.0233,0.0141,0.22,0.767,115.548,244573,4,5
850,0.676,0.577,10,-12.031,1,0.0365,0.186,0.0,0.148,0.934,91.98,241600,4,3
851,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,196093,4,3
852,0.451,0.358,6,-17.064,1,0.0517,0.556,4.44e-06,0.102,0.421,168.147,250594,4,2
853,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,284000,4,1
854,0.588,0.414,10,-11.503,1,0.0665,0.361,0.0,0.139,0.605,129.118,265773,4,9
855,0.355,0.453,10,-14.499,1,0.0669,0.627,0.0,0.0901,0.674,183.237,176293,4,10
856,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4,4
857,0.503,0.194,4,-12.741,1,0.0287,0.83,4.08e-06,0.0938,0.52,76.421,166972,4,2
858,0.404,0.246,11,-13.812,1,0.041,0.94,3e-05,0.297,0.281,71.274,143267,4,2
859,0.598,0.531,7,-7.484,1,0.0954,0.331,1.51e-06,0.0938,0.696,70.469,168000,3,11
860,0.629,0.867,7,-7.307,1,0.0603,0.0865,0.0,0.126,0.876,151.695,279800,4,3
861,0.318,0.629,1,-7.627,1,0.0445,0.26,0.000301,0.0316,0.641,170.845,204173,4,10
862,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4,1
863,0.534,0.807,8,-12.871,1,0.0349,0.497,5e-05,0.232,0.964,147.843,147267,4,0
864,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,4,4
865,0.48,0.378,1,-13.317,1,0.0328,0.0896,0.398,0.118,0.0616,136.379,211209,4,9
866,0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,266867,4,9
867,0.62,0.293,4,-14.582,1,0.0285,0.292,0.00316,0.306,0.338,133.17,166347,3,11
868,0.636,0.239,0,-18.064,0,0.0295,0.786,0.0,0.0559,0.632,108.614,247800,4,8
869,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,187973,4,1
870,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,232000,4,10
871,0.694,0.719,3,-7.715,1,0.0368,0.564,2.23e-06,0.0806,0.95,118.13,137533,4,0
872,0.63,0.598,9,-6.057,1,0.0355,0.509,1.39e-06,0.0802,0.851,133.756,167760,4,0
873,0.683,0.799,7,-5.539,1,0.0417,0.183,0.0,0.168,0.961,128.025,152440,4,3
874,0.459,0.724,7,-7.982,0,0.0762,0.534,1.18e-06,0.171,0.877,159.131,115371,4,10
875,0.242,0.612,0,-7.495,1,0.0318,0.655,0.00376,0.103,0.371,148.512,244760,4,9
876,0.381,0.747,0,-7.024,0,0.0463,0.379,0.00347,0.437,0.482,98.224,217147,4,7
877,0.678,0.611,6,-8.306,1,0.0506,0.777,0.0,0.175,0.821,98.949,209347,4,0
878,0.563,0.501,0,-12.363,1,0.0548,0.288,0.0,0.273,0.913,100.499,167640,4,0
879,0.74,0.428,4,-10.398,1,0.0928,0.582,1.63e-06,0.194,0.731,134.008,120320,4,0
880,0.659,0.851,2,-8.188,1,0.0482,0.349,0.0,0.0401,0.906,125.336,173773,4,1
881,0.516,0.376,4,-13.25,0,0.031,0.135,5.38e-05,0.166,0.278,141.166,232733,4,8
882,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4,7
883,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,249573,4,5
884,0.657,0.771,1,-9.026,1,0.0494,0.32,0.00575,0.238,0.719,120.272,199160,4,1
885,0.493,0.407,11,-7.623,1,0.0238,0.702,0.0,0.144,0.479,107.174,175893,4,2
886,0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,258467,4,9
887,0.694,0.295,9,-8.672,1,0.0611,0.843,1.42e-06,0.0856,0.729,93.577,127960,4,0
888,0.574,0.4,2,-8.387,1,0.0273,0.569,6.19e-06,0.164,0.512,146.018,228480,4,9
889,0.738,0.852,7,-6.13,1,0.0766,0.00153,0.0895,0.178,0.834,119.735,225813,4,3
890,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,4,4
891,0.69,0.494,5,-14.206,1,0.0386,0.246,0.0,0.117,0.643,126.548,145813,4,0
892,0.549,0.336,0,-11.669,1,0.029,0.652,0.0,0.134,0.802,154.958,153933,4,0
893,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,303053,4,5
894,0.748,0.551,1,-8.624,1,0.0235,0.198,0.0,0.0978,0.662,113.524,260613,4,1
895,0.331,0.258,8,-11.178,1,0.0294,0.717,4.45e-05,0.131,0.147,83.285,231507,4,2
896,0.665,0.888,7,-4.433,1,0.0552,0.0695,0.00147,0.104,0.951,144.339,207507,4,3
897,0.315,0.664,0,-8.345,1,0.0323,0.0223,0.0,0.15,0.367,175.183,201707,4,10
898,0.417,0.648,2,-7.096,1,0.102,0.601,0.0,0.387,0.33,104.936,314493,4,9
899,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4,9
900,0.512,0.313,5,-8.782,1,0.0269,0.801,0.0,0.0966,0.625,94.211,157936,4,2
901,0.392,0.681,0,-8.723,1,0.0367,0.408,2.31e-05,0.375,0.711,171.162,205880,4,10
902,0.663,0.519,10,-9.299,1,0.168,0.812,0.0,0.717,0.914,101.544,226000,4,7
903,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.781,199.765,285587,4,4
904,0.664,0.888,7,-5.161,1,0.067,0.0252,0.0,0.216,0.605,127.369,209547,4,3
905,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,157573,3,11
906,0.697,0.498,9,-9.147,0,0.0419,0.101,0.00082,0.13,0.85,103.77,235800,4,5
907,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4,5
908,0.818,0.548,0,-9.134,1,0.0973,0.575,0.0022,0.0691,0.88,108.202,166280,4,0
909,0.758,0.587,5,-10.462,0,0.107,0.678,0.0,0.324,0.882,85.81,145160,4,8
910,0.684,0.676,6,-6.337,0,0.0535,0.308,0.0,0.177,0.693,81.408,221907,4,5
911,0.551,0.591,6,-8.404,0,0.12,0.00549,6.55e-06,0.0416,0.474,201.81,236947,4,10
912,0.713,0.827,10,-9.759,0,0.113,0.0108,5.74e-06,0.134,0.738,93.934,259627,4,5
913,0.591,0.699,8,-5.221,1,0.0449,0.0204,0.0,0.0614,0.733,116.029,236373,4,3
914,0.781,0.623,9,-6.463,0,0.0307,0.141,9.28e-06,0.101,0.84,129.76,120027,4,5
915,0.731,0.594,4,-6.285,0,0.0345,0.0563,0.0,0.13,0.336,100.676,263493,4,5
916,0.803,0.402,2,-13.233,1,0.0817,0.693,0.0,0.0271,0.967,122.142,143800,4,0
917,0.839,0.592,0,-11.661,1,0.0839,0.513,0.0,0.322,0.801,116.4,239444,4,1
918,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107,4,5
919,0.52,0.481,6,-10.568,0,0.0331,0.322,3.57e-06,0.045,0.624,168.831,356400,4,8
920,0.536,0.242,7,-11.716,1,0.0277,0.674,0.0,0.331,0.331,137.989,276346,4,2
921,0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,444133,4,3
922,0.644,0.492,9,-13.646,0,0.0468,0.894,0.922,0.117,0.248,129.089,175520,4,6
923,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,246573,4,4
924,0.826,0.332,1,-11.336,1,0.0536,0.84,0.0,0.119,0.812,110.889,141667,4,0
925,0.763,0.742,6,-10.975,0,0.188,0.0984,0.0,0.38,0.483,98.145,268910,4,4
926,0.663,0.799,1,-7.478,1,0.0387,9.55e-05,0.0613,0.0947,0.937,103.954,209773,4,1
927,0.424,0.28,5,-10.65,1,0.0266,0.804,0.0,0.356,0.344,99.396,164160,3,11
928,0.661,0.722,4,-10.988,1,0.0281,0.00658,0.000229,0.08,0.971,141.3,153307,4,1
929,0.701,0.477,2,-15.382,1,0.0336,0.202,8.23e-05,0.12,0.964,122.202,175333,4,0
930,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,144933,4,2
931,0.398,0.473,9,-12.446,0,0.0429,0.614,0.0,0.32,0.906,205.033,165293,4,10
932,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4,5
933,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4,10
934,0.821,0.365,9,-12.118,1,0.0676,0.249,0.0,0.0883,0.85,109.638,205733,4,0
935,0.606,0.439,8,-8.717,0,0.0281,0.719,0.0,0.0933,0.263,126.199,228293,4,8
936,0.611,0.831,5,-5.394,0,0.394,0.0972,0.0,0.308,0.915,174.245,220133,4,4
937,0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,185360,3,11
938,0.652,0.473,0,-7.981,0,0.0313,0.243,0.0,0.134,0.368,123.208,294867,4,8
939,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467,4,4
940,0.599,0.536,4,-11.156,0,0.0323,0.00452,0.888,0.332,0.717,97.077,247067,4,6
941,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4,3
942,0.24,0.314,4,-11.583,0,0.029,0.297,3.06e-06,0.145,0.224,146.086,245067,4,8
943,0.878,0.256,1,-17.446,1,0.117,0.606,0.15,0.118,0.914,84.861,120720,4,0
944,0.459,0.444,5,-11.718,1,0.0325,0.438,0.0,0.0867,0.712,80.731,160093,4,0
945,0.307,0.522,9,-10.226,0,0.0374,0.809,0.0,0.0765,0.654,200.596,140480,3,11
946,0.543,0.807,11,-5.973,0,0.0359,0.0567,0.000858,0.32,0.685,126.157,159920,4,5
947,0.677,0.538,8,-11.175,0,0.302,0.786,0.0,0.136,0.626,110.529,213507,4,4
948,0.495,0.307,9,-18.168,1,0.0403,0.26,5.21e-05,0.103,0.802,80.97,183933,4,2
949,0.728,0.665,11,-7.251,1,0.0249,0.0383,1.65e-06,0.0574,0.755,103.016,270573,4,3
950,0.531,0.217,6,-13.883,1,0.0302,0.871,2.59e-06,0.101,0.34,106.842,185200,4,2
951,0.75,0.83,0,-6.564,1,0.0406,0.414,0.0,0.146,0.947,113.42,183133,4,1
952,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,293053,4,9
953,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973,4,1
954,0.766,0.725,9,-6.36,1,0.0294,0.0561,0.0,0.0941,0.963,121.797,204960,4,3
955,0.557,0.615,6,-10.638,1,0.0418,0.5,1.02e-06,0.487,0.82,104.475,165653,4,7
956,0.354,0.196,8,-18.314,1,0.0376,0.78,0.03,0.121,0.302,90.019,159547,4,2
957,0.812,0.861,7,-2.415,1,0.036,0.00485,0.000245,0.0627,0.885,113.997,211080,4,3
958,0.616,0.728,5,-7.365,0,0.0312,0.581,4.73e-05,0.102,0.685,139.428,153587,4,8
959,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,230107,4,3
960,0.542,0.722,7,-5.065,1,0.0262,0.0516,1.18e-05,0.131,0.609,115.21,272360,4,3
961,0.505,0.727,2,-9.033,1,0.0521,0.0144,7.69e-05,0.581,0.383,93.724,307867,4,7
962,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4,5
963,0.675,0.759,7,-10.607,1,0.125,0.597,0.0839,0.959,0.687,141.796,350867,4,7
964,0.575,0.407,10,-11.562,0,0.0438,0.568,0.0,0.393,0.639,141.086,143867,4,8
965,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4,5
966,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4,3
967,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,280040,4,9
968,0.838,0.512,10,-7.696,0,0.0359,0.585,0.0,0.103,0.902,106.067,129267,4,0
969,0.841,0.701,6,-6.365,0,0.192,0.00215,0.00268,0.627,0.802,111.857,262027,4,7
970,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,4,4
971,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253,4,1
972,0.585,0.414,2,-13.494,1,0.0442,0.352,0.0,0.102,0.773,116.483,216813,4,0
973,0.385,0.667,7,-7.015,1,0.0327,0.181,0.000242,0.361,0.536,141.047,341667,4,9
974,0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,268707,4,2
975,0.504,0.366,11,-11.989,1,0.0375,0.771,0.0,0.402,0.511,129.539,175387,4,2
976,0.729,0.561,2,-10.06,1,0.0356,0.201,0.0,0.0703,0.925,94.016,124240,4,0
