,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
2589,0.606,0.777,2,-11.034,1,0.0347,0.089,0.0,0.321,0.859,123.077,240827,4,1
2590,0.616,0.791,8,-11.212,1,0.0383,0.127,0.00932,0.138,0.907,124.852,236533,4,3
2591,0.626,0.731,7,-8.0,1,0.0455,0.0211,0.00231,0.249,0.545,79.971,329867,4,3
2592,0.781,0.367,2,-15.957,1,0.0767,0.482,3.94e-05,0.127,0.784,144.04,225867,4,0
2593,0.506,0.742,2,-5.796,1,0.03,0.764,0.767,0.0854,0.731,76.353,144827,4,6
2594,0.764,0.567,0,-13.361,1,0.0412,0.252,0.0,0.104,0.79,108.805,214133,4,1
2595,0.449,0.381,0,-12.145,1,0.0264,0.737,0.429,0.0625,0.316,90.26,235000,4,2
2596,0.724,0.816,0,-4.572,1,0.0377,0.00667,0.000925,0.0591,0.745,148.863,196480,4,1
2597,0.52,0.812,7,-8.171,1,0.182,0.0961,1.22e-05,0.27,0.81,164.869,141880,4,10
2598,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,252040,4,1
2599,0.656,0.899,5,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.239,229280,4,3
2600,0.617,0.405,7,-10.975,0,0.0227,0.321,4.97e-06,0.102,0.433,85.302,270600,4,8
2601,0.576,0.418,4,-8.797,1,0.0467,0.847,0.0,0.132,0.872,174.853,154400,4,10
2602,0.594,0.474,9,-15.705,1,0.0332,0.00449,0.000162,0.0716,0.477,143.81,218840,4,9
2603,0.538,0.571,11,-8.551,1,0.0301,0.449,1.84e-05,0.189,0.306,78.95,254133,4,9
2604,0.724,0.404,1,-9.186,1,0.231,0.657,0.0,0.116,0.794,73.983,280040,4,4
2605,0.633,0.966,4,-6.843,1,0.0766,0.386,0.0,0.279,0.819,96.028,211864,4,3
2606,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4,4
2607,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4,3
2608,0.719,0.742,9,-6.75,1,0.066,0.589,2.16e-05,0.0909,0.765,128.003,163360,4,0
2609,0.528,0.394,10,-11.235,1,0.0368,0.751,0.0,0.173,0.297,102.898,174693,4,2
2610,0.399,0.686,5,-7.112,1,0.0311,0.109,0.000874,0.112,0.377,101.806,191053,4,9
2611,0.729,0.752,0,-4.478,0,0.028,0.229,0.0,0.19,0.792,110.007,201067,4,5
2612,0.649,0.584,5,-8.086,1,0.0349,0.72,9.42e-06,0.0996,0.963,139.266,165067,4,0
2613,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347,4,4
2614,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493,4,3
2615,0.634,0.275,3,-11.417,1,0.0348,0.89,0.00111,0.137,0.581,127.294,208040,4,2
2616,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747,4,5
2617,0.645,0.564,2,-12.37,1,0.0575,0.783,0.000957,0.132,0.927,151.591,89107,4,0
2618,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69e-05,0.201,0.85,87.587,164676,4,0
2619,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,304867,4,9
2620,0.891,0.673,5,-8.703,1,0.0792,0.229,0.132,0.159,0.886,128.222,157667,4,1
2621,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,4,5
2622,0.353,0.207,0,-14.718,0,0.0306,0.656,0.0,0.0874,0.184,144.539,316040,4,2
2623,0.443,0.289,4,-15.504,1,0.0298,0.657,0.000856,0.163,0.168,83.543,288067,4,2
2624,0.363,0.388,11,-8.608,0,0.034,0.749,0.0,0.363,0.348,76.099,162093,4,2
2625,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4,1
2626,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,238027,3,11
2627,0.73,0.756,9,-7.509,0,0.0492,0.0469,0.00333,0.235,0.827,123.604,259560,4,5
2628,0.865,0.678,0,-5.589,1,0.058,0.355,0.0,0.0627,0.913,123.759,164840,4,1
2629,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4,5
2630,0.774,0.653,8,-5.158,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267,4,5
2631,0.745,0.761,1,-7.468,1,0.0657,0.00746,0.0,0.36,0.73,107.146,245493,4,1
2632,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,287000,4,4
2633,0.694,0.722,4,-5.505,1,0.128,0.297,0.0,0.0383,0.961,143.942,150933,4,1
2634,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,222427,4,5
2635,0.747,0.581,6,-9.9,1,0.0347,0.265,0.000421,0.0756,0.537,92.983,342800,4,9
2636,0.347,0.638,2,-10.258,1,0.0409,0.236,0.0,0.0894,0.61,94.506,150627,4,0
2637,0.359,0.717,2,-10.309,1,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,4,9
2638,0.483,0.3,9,-8.71,1,0.0363,0.787,0.0,0.341,0.38,121.983,149733,4,2
2639,0.838,0.452,11,-15.219,0,0.0547,0.0509,0.0,0.0666,0.708,99.075,245030,4,8
2640,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,169160,4,0
2641,0.556,0.722,9,-6.962,1,0.0331,0.485,0.000324,0.142,0.717,109.155,176440,4,3
2642,0.603,0.417,10,-9.408,0,0.0273,0.282,0.000183,0.0651,0.172,107.72,288507,4,8
2643,0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,543560,4,5
2644,0.605,0.747,8,-6.923,1,0.158,0.244,0.0,0.16,0.886,83.793,136667,4,3
2645,0.607,0.718,9,-8.142,1,0.133,0.595,0.0,0.364,0.876,139.183,150813,4,0
2646,0.567,0.575,10,-7.769,0,0.029,0.126,0.000103,0.114,0.333,133.1,256547,4,8
2647,0.294,0.439,10,-11.557,0,0.0461,0.884,0.0011,0.313,0.261,77.377,192248,4,2
2648,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,299493,4,1
2649,0.244,0.44,7,-7.777,1,0.0475,0.871,8.65e-05,0.372,0.113,82.02,184480,4,2
2650,0.612,0.593,10,-12.187,0,0.0286,0.467,0.0,0.312,0.693,96.27,246400,4,8
2651,0.728,0.584,1,-9.003,1,0.0349,0.693,0.0222,0.0548,0.415,105.062,303947,4,9
2652,0.665,0.847,5,-8.314,0,0.0535,0.0178,0.00288,0.126,0.4,119.555,285107,4,5
2653,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973,4,1
2654,0.404,0.126,0,-17.113,1,0.0368,0.89,9.02e-05,0.14,0.183,116.161,177467,3,11
2655,0.58,0.209,0,-15.516,1,0.0464,0.896,0.243,0.116,0.831,72.103,125400,4,2
2656,0.481,0.866,5,-7.143,0,0.0446,0.00892,0.0,0.097,0.426,150.427,167160,4,5
2657,0.563,0.663,8,-12.071,1,0.0795,0.0479,0.0,0.0874,0.815,127.835,147653,4,0
2658,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,252653,5,4
2659,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4,3
2660,0.512,0.379,11,-12.251,0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,188293,4,8
2661,0.746,0.703,0,-7.853,1,0.0291,0.0014,0.00414,0.066,0.733,111.569,257160,4,1
2662,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,330933,4,1
2663,0.348,0.179,9,-13.394,1,0.0315,0.93,0.0016,0.0992,0.547,169.232,155853,3,11
2664,0.764,0.41,2,-8.988,0,0.0418,0.652,0.0,0.0784,0.43,110.158,298173,4,8
2665,0.712,0.632,9,-7.704,1,0.0334,0.112,0.0,0.0648,0.764,119.931,187400,4,3
2666,0.64,0.388,9,-12.728,1,0.0426,0.715,0.00278,0.324,0.376,121.244,146000,4,2
2667,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,175240,4,1
2668,0.478,0.865,1,-5.902,0,0.0342,0.198,0.0246,0.259,0.88,121.732,193733,4,5
2669,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,4,0
2670,0.607,0.753,9,-10.721,1,0.0326,0.136,0.00856,0.0659,0.936,144.637,195640,4,3
2671,0.254,0.465,3,-7.421,1,0.0325,0.768,0.0,0.315,0.642,183.362,155960,3,11
2672,0.776,0.864,6,-8.631,0,0.0558,0.748,0.0,0.195,0.963,123.972,144693,4,5
2673,0.452,0.306,2,-9.632,1,0.0274,0.235,1.91e-05,0.0989,0.182,144.125,210733,4,9
2674,0.811,0.531,2,-8.537,0,0.0355,0.00657,0.0285,0.0801,0.752,107.853,307000,4,5
2675,0.612,0.697,9,-9.144,1,0.0261,0.0802,0.00049,0.323,0.736,109.837,248027,4,3
2676,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,280360,4,2
2677,0.539,0.382,3,-10.611,1,0.0309,0.576,0.0,0.0723,0.156,124.389,254840,4,9
2678,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,235827,4,3
2679,0.52,0.701,3,-8.953,1,0.0345,0.222,0.0,0.107,0.965,154.177,136760,4,10
2680,0.649,0.712,3,-9.878,1,0.0342,0.0313,1.18e-05,0.291,0.779,121.041,209960,4,1
2681,0.325,0.382,6,-13.324,1,0.0387,0.896,0.0,0.387,0.619,201.924,132307,3,11
2682,0.575,0.196,9,-14.468,1,0.0393,0.831,0.000209,0.0558,0.248,83.495,323227,4,2
2683,0.577,0.807,2,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,205000,4,1
2684,0.567,0.339,3,-17.724,1,0.0315,0.549,0.000121,0.1,0.523,119.288,264067,4,2
2685,0.724,0.619,4,-9.074,1,0.0242,0.0728,0.0,0.205,0.746,109.029,285947,4,1
2686,0.285,0.56,0,-7.469,1,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,365000,4,9
2687,0.585,0.527,5,-9.551,1,0.0716,0.255,0.0,0.361,0.965,143.418,143099,4,0
2688,0.558,0.439,8,-13.443,1,0.0281,0.369,1.78e-05,0.161,0.605,114.969,166400,4,0
2689,0.587,0.184,4,-10.737,1,0.0444,0.829,1.66e-05,0.116,0.529,111.195,143693,4,2
2690,0.419,0.354,1,-7.632,1,0.0286,0.691,6.44e-05,0.0925,0.469,114.575,197253,3,11
2691,0.542,0.513,10,-8.059,0,0.025,0.234,0.0,0.142,0.3,78.306,263560,4,8
2692,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,336667,4,9
2693,0.712,0.757,2,-10.045,1,0.0352,0.0543,0.000405,0.201,0.729,120.165,262507,4,1
2694,0.457,0.639,9,-10.011,1,0.0353,0.541,0.0,0.0909,0.716,151.042,176760,4,10
2695,0.496,0.629,2,-7.492,0,0.0428,0.854,0.0,0.617,0.705,142.673,175240,4,7
2696,0.661,0.846,10,-5.175,1,0.0315,0.00475,0.0,0.117,0.601,118.036,209453,4,3
2697,0.667,0.893,11,-7.083,1,0.0364,0.1,0.592,0.55,0.963,111.705,386533,4,6
2698,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,346960,4,5
2699,0.32,0.301,11,-12.301,1,0.0293,0.682,0.0,0.123,0.217,84.918,197137,4,2
2700,0.747,0.586,9,-10.119,0,0.0299,0.0708,8e-05,0.0427,0.893,164.718,201867,4,5
2701,0.885,0.534,5,-8.191,0,0.155,0.248,4.77e-05,0.0357,0.896,80.857,183227,4,5
2702,0.763,0.552,6,-11.98,1,0.0449,0.119,0.000695,0.28,0.744,90.775,256560,4,3
2703,0.594,0.702,1,-9.894,1,0.0842,0.168,0.109,0.142,0.466,135.406,373733,4,9
2704,0.576,0.652,8,-5.889,1,0.0252,0.213,1.27e-06,0.0619,0.34,95.1,269800,4,9
2705,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,0
2706,0.546,0.815,3,-5.607,0,0.047,0.776,0.0,0.0643,0.906,118.489,154840,4,5
2707,0.773,0.754,4,-6.074,1,0.049,0.533,0.0,0.341,0.942,122.034,248480,4,1
2708,0.526,0.543,2,-12.895,1,0.0403,0.394,2.52e-05,0.234,0.743,153.665,171080,4,10
2709,0.727,0.905,7,-2.893,1,0.0554,0.792,7.24e-05,0.164,0.963,131.131,162587,4,3
2710,0.663,0.904,11,-2.656,1,0.033,0.182,0.00523,0.354,0.695,123.155,221440,4,3
2711,0.64,0.48,4,-9.722,1,0.0423,0.641,0.0,0.167,0.494,131.853,243933,4,0
2712,0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037,209587,4,1
2713,0.633,0.949,1,-4.379,1,0.0414,0.0214,0.000212,0.144,0.806,115.184,286227,4,1
2714,0.655,0.903,9,-7.453,0,0.0337,0.157,0.000714,0.0342,0.94,134.916,273373,4,5
2715,0.737,0.736,2,-8.347,1,0.0458,0.174,0.00217,0.236,0.862,148.711,189067,4,1
2716,0.563,0.776,9,-9.391,1,0.0414,0.18,0.0,0.618,0.826,81.129,179693,4,7
2717,0.495,0.775,11,-8.241,0,0.0394,0.116,0.366,0.127,0.439,93.423,196507,4,5
2718,0.429,0.162,8,-15.058,1,0.033,0.882,0.0,0.234,0.314,72.21,180400,4,2
2719,0.584,0.489,8,-6.182,1,0.0277,0.755,0.0,0.133,0.777,121.891,155053,4,0
2720,0.559,0.78,9,-6.597,1,0.0328,0.158,6.89e-06,0.0793,0.964,98.661,139280,4,3
2721,0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.694,107.016,268453,4,5
2722,0.685,0.827,11,-6.045,1,0.0546,0.0238,0.0159,0.328,0.477,116.085,214000,4,3
2723,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,138720,4,7
2724,0.771,0.758,6,-5.468,1,0.129,0.0229,0.0,0.159,0.894,83.039,207467,4,3
2725,0.828,0.637,1,-9.75,0,0.232,0.223,0.0,0.0983,0.54,105.155,204867,4,4
2726,0.622,0.707,3,-8.826,1,0.0717,0.0641,0.0,0.0638,0.725,107.352,188747,4,1
2727,0.628,0.27,1,-14.47,1,0.0359,0.78,0.0,0.325,0.548,126.676,156560,4,2
2728,0.313,0.594,0,-11.743,1,0.0607,0.727,1.52e-06,0.207,0.698,146.624,141547,4,10
2729,0.344,0.365,7,-9.628,1,0.0279,0.801,0.000509,0.0712,0.359,100.79,164827,3,11
2730,0.501,0.516,4,-3.652,1,0.0256,0.511,0.0505,0.086,0.87,84.984,137326,4,0
2731,0.87,0.455,7,-15.31,0,0.0342,0.575,0.648,0.051,0.961,105.658,277973,4,6
2732,0.725,0.68,0,-6.037,1,0.224,0.149,0.0,0.127,0.695,90.964,268707,4,4
2733,0.624,0.758,7,-7.232,0,0.0769,0.402,0.00034,0.415,0.398,140.653,138320,4,8
2734,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13e-06,0.0832,0.963,110.202,177773,4,1
2735,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,4,1
2736,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,256733,4,3
2737,0.628,0.603,6,-10.286,1,0.0312,0.178,1.73e-05,0.0686,0.951,120.782,177933,4,0
2738,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467,4,6
2739,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,4,3
2740,0.655,0.488,5,-8.237,1,0.0354,0.63,5.74e-06,0.0412,0.251,100.158,251907,4,9
2741,0.658,0.963,1,-3.283,0,0.0326,0.00283,2.38e-06,0.951,0.793,134.798,240867,4,7
2742,0.818,0.612,1,-14.401,1,0.0999,0.0464,0.0136,0.0716,0.896,112.819,311293,4,1
2743,0.582,0.467,10,-12.597,1,0.0391,0.12,0.0,0.298,0.879,165.21,270693,4,10
2744,0.538,0.677,0,-6.099,1,0.187,0.00541,0.0,0.236,0.913,132.346,214200,5,1
2745,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,8
2746,0.564,0.455,0,-11.615,1,0.0369,0.645,3.05e-06,0.0915,0.697,117.792,202133,4,0
2747,0.411,0.874,3,-8.72,1,0.0427,0.4,0.0887,0.113,0.965,169.464,146133,4,10
2748,0.498,0.531,9,-14.548,1,0.0321,0.23,0.00108,0.629,0.781,89.056,221707,4,7
2749,0.431,0.693,5,-8.354,1,0.0391,0.353,0.00078,0.0448,0.696,180.416,256973,4,10
2750,0.727,0.652,0,-9.746,1,0.038,0.0681,0.000122,0.17,0.952,110.636,256960,4,1
2751,0.741,0.742,2,-7.822,1,0.0269,0.146,1.64e-05,0.106,0.889,116.951,262733,4,1
2752,0.586,0.609,2,-8.558,1,0.0287,0.0177,0.0,0.123,0.556,92.043,122227,4,1
2753,0.582,0.719,5,-7.689,0,0.0556,0.14,6.05e-05,0.0741,0.947,161.298,287067,4,5
2754,0.473,0.602,7,-9.561,1,0.0669,0.149,5.4e-05,0.213,0.897,146.514,114733,4,10
2755,0.786,0.641,5,-16.072,1,0.0722,0.703,3.17e-06,0.152,0.948,139.472,131667,4,0
2756,0.843,0.612,10,-4.71,0,0.157,0.0573,0.000305,0.154,0.791,93.975,200200,4,5
2757,0.494,0.392,1,-14.915,1,0.0918,0.82,0.0,0.157,0.914,139.585,122880,3,11
2758,0.837,0.26,0,-13.466,0,0.0402,0.84,0.663,0.0874,0.505,112.273,150213,4,6
2759,0.844,0.843,10,-5.763,0,0.0551,0.113,0.0439,0.1,0.647,111.893,305667,4,5
2760,0.523,0.803,1,-6.321,0,0.0791,0.107,0.000409,0.154,0.921,91.469,329467,4,5
2761,0.605,0.633,1,-5.899,0,0.251,0.119,0.0,0.225,0.592,87.26,229040,4,4
2762,0.721,0.621,11,-7.646,0,0.192,0.15,0.0,0.0435,0.75,92.502,281800,4,5
2763,0.605,0.742,4,-7.031,0,0.0246,0.521,0.000946,0.15,0.619,95.168,254360,4,5
2764,0.708,0.337,7,-13.162,1,0.0338,0.312,0.0108,0.119,0.852,122.235,222533,3,11
2765,0.832,0.732,5,-5.075,0,0.0595,0.0116,1.49e-06,0.0628,0.801,91.044,261000,4,5
2766,0.449,0.931,6,-8.993,1,0.0648,0.0168,0.261,0.324,0.809,113.808,340627,4,3
2767,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,4,1
2768,0.315,0.506,0,-7.283,0,0.0347,0.85,0.0405,0.131,0.291,122.913,409053,4,9
2769,0.674,0.672,5,-13.033,1,0.032,0.0219,0.000326,0.0586,0.812,113.066,253533,4,1
2770,0.387,0.238,0,-13.496,1,0.0339,0.878,0.000715,0.194,0.279,115.354,165667,4,2
2771,0.71,0.387,9,-12.82,1,0.0484,0.725,0.00617,0.113,0.806,80.557,200147,4,0
2772,0.315,0.428,5,-11.558,1,0.036,0.00987,2.68e-05,0.144,0.449,177.105,287693,4,9
2773,0.316,0.57,2,-7.848,1,0.0345,0.577,0.000649,0.486,0.321,95.039,229227,4,7
2774,0.714,0.763,9,-5.341,1,0.222,0.766,0.0,0.147,0.961,84.374,116240,4,4
2775,0.388,0.176,9,-16.952,1,0.0299,0.912,0.000336,0.0977,0.342,97.628,155773,4,2
2776,0.755,0.664,9,-11.094,0,0.0342,0.0124,0.00511,0.153,0.768,120.171,362371,4,5
2777,0.619,0.61,2,-9.85,1,0.0413,0.00743,1.04e-05,0.0965,0.875,134.793,243667,4,1
2778,0.63,0.654,6,-9.325,1,0.0262,0.385,2.21e-05,0.316,0.77,143.957,244960,4,10
2779,0.688,0.684,9,-5.181,0,0.032,0.0757,0.000832,0.0441,0.96,119.193,256147,4,5
2780,0.882,0.587,9,-12.613,0,0.0396,0.0673,1.09e-05,0.0527,0.866,112.032,253600,4,5
2781,0.694,0.87,7,-5.911,0,0.0361,0.139,8.87e-05,0.153,0.598,121.84,255373,4,5
2782,0.32,0.221,0,-16.302,1,0.0328,0.817,0.000137,0.0977,0.116,80.04,238173,4,2
2783,0.449,0.641,5,-16.036,1,0.11,0.369,3.7e-05,0.475,0.689,168.611,147377,4,10
2784,0.634,0.897,9,-6.365,0,0.0398,0.00121,0.867,0.134,0.963,109.282,201493,4,6
2785,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200,4,9
2786,0.67,0.468,1,-6.725,0,0.0328,0.325,0.0,0.0516,0.486,140.069,299800,4,8
2787,0.778,0.58,2,-13.598,1,0.184,0.493,9.25e-05,0.0954,0.753,119.881,234546,4,0
2788,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,217680,4,3
2789,0.558,0.268,9,-9.238,0,0.0305,0.844,0.0,0.098,0.184,144.712,271040,4,8
2790,0.454,0.518,0,-8.396,0,0.0985,0.191,0.0,0.936,0.327,120.107,384133,4,7
2791,0.248,0.324,9,-10.878,1,0.03,0.274,0.00946,0.113,0.122,135.786,238040,4,9
2792,0.53,0.363,11,-11.91,0,0.0398,0.609,0.0,0.24,0.175,96.192,192600,4,8
2793,0.463,0.576,0,-8.506,1,0.0284,0.728,1.95e-06,0.0861,0.945,176.517,150067,4,10
2794,0.758,0.824,11,-3.782,1,0.0725,0.00328,3.79e-05,0.0685,0.498,120.199,240373,4,3
2795,0.651,0.861,2,-7.87,1,0.0611,0.0907,0.000206,0.329,0.709,110.292,285800,4,1
2796,0.636,0.939,9,-5.551,1,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,295133,4,3
2797,0.279,0.91,2,-7.476,1,0.0544,0.032,1.18e-06,0.274,0.691,201.166,206200,4,10
2798,0.599,0.394,7,-16.106,1,0.0721,0.718,0.0018,0.706,0.824,130.56,191000,4,7
2799,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,238773,4,5
2800,0.814,0.808,7,-5.034,1,0.155,0.161,0.0,0.0616,0.738,99.816,257333,4,3
2801,0.694,0.649,3,-7.176,1,0.0281,0.357,0.00258,0.0868,0.603,111.98,403040,4,9
2802,0.723,0.541,0,-14.021,1,0.0303,0.028,0.00339,0.133,0.607,131.675,322897,4,1
2803,0.797,0.656,1,-11.601,1,0.0404,0.00721,0.0,0.0377,0.948,99.828,237240,4,1
2804,0.433,0.798,1,-3.603,0,0.0805,0.0315,0.00196,0.048,0.584,168.247,212348,4,10
2805,0.95,0.836,7,-6.685,1,0.172,0.000408,8.53e-06,0.0836,0.812,125.5,265627,4,3
2806,0.753,0.529,7,-11.864,0,0.0334,0.047,0.0,0.0474,0.963,115.555,170160,4,5
2807,0.63,0.208,8,-11.36,1,0.0328,0.87,0.0,0.115,0.495,133.965,258627,4,2
2808,0.675,0.849,0,-9.68,1,0.0386,0.409,1.31e-05,0.0916,0.965,104.765,169560,4,1
2809,0.792,0.394,1,-20.103,1,0.241,0.00462,0.933,0.0953,0.486,119.986,177600,4,6
2810,0.684,0.632,1,-4.358,1,0.0359,0.827,0.0,0.0211,0.964,128.849,117267,4,0
2811,0.692,0.598,9,-7.893,0,0.0373,0.464,1.2e-06,0.0926,0.519,124.045,244133,4,8
2812,0.797,0.934,1,-4.507,1,0.0926,0.204,0.0,0.119,0.519,116.438,324400,4,1
2813,0.525,0.811,1,-6.148,1,0.0602,0.00847,0.0,0.266,0.751,199.977,276573,4,10
2814,0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,308600,4,9
2815,0.614,0.549,9,-10.824,1,0.0709,0.533,0.0,0.089,0.826,88.312,177447,4,0
2816,0.523,0.509,3,-8.451,1,0.03,0.914,0.0,0.267,0.789,125.539,143267,4,0
2817,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373,4,7
2818,0.683,0.879,1,-9.487,0,0.0459,0.0955,0.0828,0.448,0.702,97.062,306120,4,5
2819,0.716,0.634,2,-9.332,1,0.0315,0.000557,7.29e-05,0.249,0.348,110.789,329107,4,9
2820,0.401,0.446,4,-9.646,1,0.0416,0.265,0.0,0.298,0.425,103.906,168733,4,2
2821,0.701,0.515,4,-7.899,0,0.0326,0.23,0.0,0.262,0.232,120.202,330720,4,8
2822,0.491,0.458,11,-8.159,1,0.027,0.653,0.0,0.164,0.238,141.724,267493,4,9
2823,0.55,0.38,5,-7.963,1,0.0257,0.845,0.0,0.0791,0.795,99.789,135427,3,11
2824,0.877,0.3,7,-13.319,1,0.0439,0.0437,0.103,0.0679,0.748,102.908,417493,4,9
2825,0.522,0.892,6,-8.472,1,0.0515,0.0239,0.0715,0.295,0.939,166.093,127400,4,10
2826,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4,4
2827,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,316707,4,3
2828,0.551,0.565,4,-10.473,1,0.15,0.596,1.98e-05,0.209,0.788,88.641,387613,4,9
2829,0.63,0.625,4,-8.407,1,0.0375,0.6,1.52e-05,0.24,0.887,122.504,151307,4,0
2830,0.569,0.517,5,-9.352,1,0.0332,0.311,0.0,0.145,0.503,78.844,241293,4,9
2831,0.624,0.769,5,-10.718,1,0.028,0.182,4.37e-06,0.331,0.96,130.184,219307,4,3
2832,0.612,0.659,5,-13.387,0,0.0329,0.277,0.145,0.143,0.95,104.161,199293,4,8
2833,0.601,0.643,9,-8.912,0,0.224,0.171,0.0,0.536,0.822,203.669,204413,4,10
2834,0.637,0.432,2,-13.219,1,0.033,0.0267,0.0185,0.0756,0.856,116.421,190707,4,1
2835,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693,4,1
2836,0.663,0.748,6,-5.83,1,0.0462,0.277,0.003,0.312,0.926,159.719,242640,4,10
2837,0.724,0.597,0,-8.156,1,0.0294,0.722,0.0,0.336,0.916,115.891,151800,4,0
2838,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,257200,4,3
2839,0.517,0.672,5,-8.314,1,0.0449,0.616,0.0,0.17,0.568,94.482,243867,4,9
2840,0.611,0.453,7,-10.972,1,0.0436,0.665,2.45e-06,0.163,0.76,114.736,170733,4,0
2841,0.596,0.643,5,-11.511,1,0.0316,0.107,0.00173,0.129,0.735,101.484,207333,4,1
2842,0.578,0.747,10,-6.38,0,0.0957,0.431,0.0,0.153,0.74,81.978,144733,4,5
2843,0.841,0.591,9,-9.905,1,0.0608,0.153,4.91e-05,0.0496,0.767,122.35,227867,4,3
2844,0.416,0.726,6,-5.254,1,0.0573,0.687,0.0,0.27,0.895,182.219,145013,4,10
2845,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,322867,4,3
2846,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,271000,4,5
2847,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.201,267267,4,5
2848,0.719,0.631,6,-7.411,1,0.0451,0.0235,0.702,0.0686,0.456,80.127,254560,4,6
